fid1	iid1	fid2	iid2	chr	start_bp	end_bp	start_snp	end_snp	tot_snp	tract_len	unit	num_mismat	iid1_is_homoz	iid2_is_homoz
-9	CG102	-9	CG102	1	56125	2976714	S1_10097	S1_2875970	180	2.921	MB	0	1	1
-9	M14	-9	M14	1	56125	3095615	S1_10097	S1_3000816	197	3.039	MB	0	1	1
-9	PHW53	-9	PHW53	1	56125	3117493	S1_10097	S1_3022695	209	3.061	MB	0	1	1
-9	CO255	-9	CO255	1	56125	3173838	S1_10097	S1_3079287	226	3.118	MB	0	1	1
-9	EP1	-9	EP1	1	56125	3173838	S1_10097	S1_3079287	226	3.118	MB	0	1	1
-9	B100	-9	B100	1	56125	3173838	S1_10097	S1_3079287	226	3.118	MB	0	1	1
-9	CMV3	-9	CMV3	1	56125	3173876	S1_10097	S1_3079325	228	3.118	MB	0	1	1
-9	PHN82	-9	PHN82	1	56125	3173876	S1_10097	S1_3079325	228	3.118	MB	0	1	1
-9	B85	-9	B85	1	56125	3173876	S1_10097	S1_3079325	228	3.118	MB	0	1	1
-9	PHK05	-9	PHK05	1	56125	3226380	S1_10097	S1_3132262	235	3.170	MB	0	1	1
-9	B164	-9	B164	1	2562865	3230447	S1_2467305	S1_3136329	164	0.668	MB	0	1	1
-9	3IIH6	-9	3IIH6	1	56125	3290246	S1_10097	S1_3196640	242	3.234	MB	0	1	1
-9	A171	-9	A171	1	56125	3290750	S1_10097	S1_3197144	243	3.235	MB	0	1	1
-9	Q381	-9	Q381	1	2780065	3290750	S1_2691832	S1_3197144	145	0.511	MB	0	1	1
-9	CM105	-9	CM105	1	56125	3290770	S1_10097	S1_3197164	246	3.235	MB	0	1	1
-9	ND246	-9	ND246	1	1217706	3293883	S1_1167768	S1_3200277	240	2.076	MB	0	1	1
-9	A3G313	-9	A3G313	1	2782201	3379089	S1_2693968	S1_3280248	160	0.597	MB	0	1	1
-9	LH198	-9	LH198	1	56125	3445653	S1_10097	S1_3405679	282	3.390	MB	0	1	1
-9	PHK29	-9	PHK29	1	56125	3445986	S1_10097	S1_3405346	284	3.390	MB	0	1	1
-9	PHB47	-9	PHB47	1	56125	3495137	S1_10097	S1_3356876	297	3.439	MB	0	1	1
-9	Mt42	-9	Mt42	1	56125	3573789	S1_10097	S1_3468990	332	3.518	MB	0	1	1
-9	PHB09	-9	PHB09	1	56125	3775837	S1_10097	S1_3649575	341	3.720	MB	0	1	1
-9	PHW53	-9	PHW53	1	3122231	3799542	S1_3027433	S1_3702509	142	0.677	MB	0	1	1
-9	PHG50	-9	PHG50	1	2959591	3800765	S1_2858847	S1_3703732	187	0.841	MB	0	1	1
-9	A556	-9	A556	1	56125	3811653	S1_10097	S1_3714620	370	3.756	MB	0	1	1
-9	CG120	-9	CG120	1	2029590	3811653	S1_1965616	S1_3714620	336	1.782	MB	0	1	1
-9	CO255	-9	CO255	1	3175677	3812358	S1_3081126	S1_3715325	142	0.637	MB	0	1	1
-9	PHJ89	-9	PHJ89	1	56125	3847176	S1_10097	S1_3735236	377	3.791	MB	0	1	1
-9	PHZ51	-9	PHZ51	1	56125	3854278	S1_10097	S1_3742338	385	3.798	MB	0	1	1
-9	PHK05	-9	PHK05	1	3290173	4110096	S1_3196567	S1_4018295	165	0.820	MB	0	1	1
-9	PHV63	-9	PHV63	1	56125	4120458	S1_10097	S1_4040110	406	4.064	MB	0	1	1
-9	T8	-9	T8	1	56125	4120482	S1_10097	S1_4040134	407	4.064	MB	0	1	1
-9	3811	-9	3811	1	2959591	4120602	S1_2858847	S1_4040254	232	1.161	MB	0	1	1
-9	LH162	-9	LH162	1	2869603	4289380	S1_2727670	S1_4187113	293	1.420	MB	0	1	1
-9	B85	-9	B85	1	3175677	4341216	S1_3081126	S1_4242026	210	1.166	MB	0	1	1
-9	I205	-9	I205	1	3800817	4346612	S1_3703784	S1_4247422	90	0.546	MB	0	1	1
-9	W117	-9	W117	1	56125	4418924	S1_10097	S1_4306819	468	4.363	MB	0	1	1
-9	CI18722	-9	CI18722	1	56125	4424656	S1_10097	S1_4312551	471	4.369	MB	0	1	1
-9	PHJ89	-9	PHJ89	1	3853931	4424656	S1_3741991	S1_4312551	92	0.571	MB	0	1	1
-9	PHW03	-9	PHW03	1	3290792	4499719	S1_3197186	S1_4358623	227	1.209	MB	0	1	1
-9	CG124	-9	CG124	1	56125	4536428	S1_10097	S1_4445279	480	4.480	MB	0	1	1
-9	CGR01	-9	CGR01	1	2156128	4536441	S1_2089585	S1_4445292	438	2.380	MB	0	1	1
-9	Ill.Hy	-9	Ill.Hy	1	56125	4537940	S1_10097	S1_4446791	483	4.482	MB	0	1	1
-9	PHG29	-9	PHG29	1	56125	4537989	S1_10097	S1_4446840	485	4.482	MB	0	1	1
-9	LH123HT	-9	LH123HT	1	56125	4591242	S1_10097	S1_4512689	496	4.535	MB	0	1	1
-9	C103	-9	C103	1	56125	4597872	S1_10097	S1_4519320	499	4.542	MB	0	1	1
-9	PHW53	-9	PHW53	1	3800006	4658276	S1_3702973	S1_4544604	145	0.858	MB	0	1	1
-9	PHK05	-9	PHK05	1	4120458	4659187	S1_4040110	S1_4545515	100	0.539	MB	0	1	1
-9	OS420	-9	OS420	1	56125	4833292	S1_10097	S1_4715811	532	4.777	MB	0	1	1
-9	A3G313	-9	A3G313	1	3385474	4842080	S1_3286633	S1_4724596	262	1.457	MB	0	1	1
-9	I159	-9	I159	1	56125	4891512	S1_10097	S1_4749033	539	4.835	MB	0	1	1
-9	B85	-9	B85	1	4341227	4894533	S1_4242037	S1_4752055	108	0.553	MB	0	1	1
-9	PHP38	-9	PHP38	1	56125	4896942	S1_10097	S1_4754464	558	4.841	MB	0	1	1
-9	CG123	-9	CG123	1	1610713	4908765	S1_1567267	S1_4766287	541	3.298	MB	0	1	1
-9	PHR63	-9	PHR63	1	56125	4908914	S1_10097	S1_4766436	563	4.853	MB	0	1	1
-9	PHW30	-9	PHW30	1	56125	4909212	S1_10097	S1_4766734	564	4.853	MB	0	1	1
-9	PHJ65	-9	PHJ65	1	56125	4914557	S1_10097	S1_4772079	568	4.858	MB	0	1	1
-9	PHN47	-9	PHN47	1	2774223	5126208	S1_2685989	S1_5012442	517	2.352	MB	0	1	1
-9	WD456	-9	WD456	1	56125	5128003	S1_10097	S1_5014237	621	5.072	MB	0	1	1
-9	PHHV4	-9	PHHV4	1	3095615	5329393	S1_3000816	S1_5245693	450	2.234	MB	0	1	1
-9	PHW53	-9	PHW53	1	4719605	5330383	S1_4601775	S1_5246683	124	0.611	MB	0	1	1
-9	A509	-9	A509	1	2526673	5434053	S1_2431104	S1_5347933	612	2.907	MB	0	1	1
-9	PHK29	-9	PHK29	1	3486029	5435666	S1_3365984	S1_5349546	392	1.950	MB	0	1	1
-9	CG120	-9	CG120	1	3843340	5435708	S1_3731400	S1_5349588	309	1.592	MB	0	1	1
-9	OS420	-9	OS420	1	4842208	5614530	S1_4724724	S1_5542340	162	0.772	MB	0	1	1
-9	Oh40B	-9	Oh40B	1	56125	5663453	S1_10097	S1_5590865	697	5.607	MB	0	1	1
-9	PHW03	-9	PHW03	1	4536428	5699203	S1_4445279	S1_5629244	220	1.163	MB	0	1	1
-9	Oh43	-9	Oh43	1	56125	5717391	S1_10097	S1_5647433	703	5.661	MB	0	1	1
-9	LH198	-9	LH198	1	3446041	5717433	S1_3405291	S1_5647475	420	2.271	MB	0	1	1
-9	WD456	-9	WD456	1	5207731	5817076	S1_5092108	S1_5744914	76	0.609	MB	0	1	1
-9	B85	-9	B85	1	4894546	5817175	S1_4752068	S1_5745013	174	0.923	MB	0	1	1
-9	Mo17	-9	Mo17	1	56125	5820502	S1_10097	S1_5748340	736	5.764	MB	0	1	1
-9	W117	-9	W117	1	4908765	5905480	S1_4766287	S1_5831976	201	0.997	MB	0	1	1
-9	PHG47	-9	PHG47	1	56125	6072505	S1_10097	S1_5991493	768	6.016	MB	0	1	1
-9	F115	-9	F115	1	2780108	6078987	S1_2691875	S1_5997975	678	3.299	MB	0	1	1
-9	Ill.Hy	-9	Ill.Hy	1	4537998	6154662	S1_4446849	S1_6077943	298	1.617	MB	0	1	1
-9	PHM57	-9	PHM57	1	56125	6154662	S1_10097	S1_6077943	783	6.099	MB	0	1	1
-9	PHK29	-9	PHK29	1	5472210	6159177	S1_5388349	S1_6082458	103	0.687	MB	0	1	1
-9	CM7	-9	CM7	1	56125	6246227	S1_10097	S1_6163770	794	6.190	MB	0	1	1
-9	AH83	-9	AH83	1	2959591	6277379	S1_2858847	S1_6201190	659	3.318	MB	0	1	1
-9	PHM49	-9	PHM49	1	56125	6277379	S1_10097	S1_6201190	837	6.221	MB	0	1	1
-9	PHW30	-9	PHW30	1	4914501	6313045	S1_4772023	S1_6236860	302	1.399	MB	0	1	1
-9	CG110	-9	CG110	1	2809911	6427954	S1_2784031	S1_6431227	786	3.618	MB	0	1	1
-9	3811	-9	3811	1	4123315	6430087	S1_4042967	S1_6433360	492	2.307	MB	0	1	1
-9	B100	-9	B100	1	3174545	6430087	S1_3079994	S1_6433360	676	3.256	MB	0	1	1
-9	B841	-9	B841	1	2869603	6430087	S1_2727670	S1_6433360	762	3.560	MB	0	1	1
-9	ND246	-9	ND246	1	3573612	6535115	S1_3468813	S1_6542424	591	2.962	MB	0	1	1
-9	PHK05	-9	PHK05	1	4662286	6539838	S1_4548704	S1_6547247	418	1.878	MB	0	1	1
-9	PHP38	-9	PHP38	1	4908765	6541807	S1_4766287	S1_6549216	368	1.633	MB	0	1	1
-9	B70	-9	B70	1	2780065	6785770	S1_2691832	S1_6797037	838	4.006	MB	0	1	1
-9	PHM57	-9	PHM57	1	6159181	6825567	S1_6082462	S1_6836848	159	0.666	MB	0	1	1
-9	Oh40B	-9	Oh40B	1	5699261	6825991	S1_5629302	S1_6837272	248	1.127	MB	0	1	1
-9	Ill.Hy	-9	Ill.Hy	1	6159181	6913598	S1_6082462	S1_6926989	197	0.754	MB	0	1	1
-9	LH162	-9	LH162	1	4318458	6913601	S1_4211163	S1_6926992	547	2.595	MB	0	1	1
-9	A3G313	-9	A3G313	1	4842217	7059059	S1_4724733	S1_7071217	455	2.217	MB	0	1	1
-9	EP1	-9	EP1	1	3174545	7067580	S1_3079994	S1_7079738	770	3.893	MB	0	1	1
-9	PHR25	-9	PHR25	1	56125	7067580	S1_10097	S1_7079738	998	7.011	MB	0	1	1
-9	I205	-9	I205	1	6431470	7072710	S1_6434743	S1_7084868	96	0.641	MB	0	1	1
-9	T8	-9	T8	1	4120602	7079235	S1_4040254	S1_7091393	622	2.959	MB	0	1	1
-9	LH1	-9	LH1	1	56125	7146931	S1_10097	S1_7162856	1037	7.091	MB	0	1	1
-9	Mt42	-9	Mt42	1	3651591	7311450	S1_3555000	S1_7313492	727	3.660	MB	0	1	1
-9	B64	-9	B64	1	56125	7358723	S1_10097	S1_7360769	1087	7.303	MB	0	1	1
-9	PHW53	-9	PHW53	1	5816517	7387918	S1_5744433	S1_7389879	378	1.571	MB	0	1	1
-9	CGR01	-9	CGR01	1	4537978	7387947	S1_4446829	S1_7389908	607	2.850	MB	0	1	1
-9	B164	-9	B164	1	3290173	7388353	S1_3196567	S1_7390314	858	4.098	MB	0	1	1
-9	PHT77	-9	PHT77	1	2565757	7399181	S1_2470197	S1_7401142	1048	4.833	MB	0	1	1
-9	PHHV4	-9	PHHV4	1	6248364	7402733	S1_6172175	S1_7404694	340	1.154	MB	0	1	1
-9	PHV63	-9	PHV63	1	4120599	7457563	S1_4040251	S1_7456931	733	3.337	MB	0	1	1
-9	CG124	-9	CG124	1	5104531	7565160	S1_4990764	S1_7566871	579	2.461	MB	0	1	1
-9	B70	-9	B70	1	6798032	7688601	S1_6809311	S1_7688558	227	0.891	MB	0	1	1
-9	CG102	-9	CG102	1	3032552	7879086	S1_2937746	S1_7860476	998	4.847	MB	0	1	1
-9	Oh40B	-9	Oh40B	1	6837059	7976476	S1_6848340	S1_7954744	239	1.139	MB	0	1	1
-9	B85	-9	B85	1	5817333	8033751	S1_5745171	S1_8017772	479	2.216	MB	0	1	1
-9	PHW30	-9	PHW30	1	6327089	8035567	S1_6250904	S1_8019588	340	1.708	MB	0	1	1
-9	CG120	-9	CG120	1	5472263	8117563	S1_5388402	S1_8101207	552	2.645	MB	0	1	1
-9	CGR01	-9	CGR01	1	7388309	8282516	S1_7390270	S1_8266645	158	0.894	MB	0	1	1
-9	A3G313	-9	A3G313	1	7458836	8305257	S1_7458204	S1_8286257	119	0.846	MB	0	1	1
-9	LH82	-9	LH82	1	2882857	8308383	S1_2740925	S1_8289383	1116	5.426	MB	0	1	1
-9	PHB09	-9	PHB09	1	3775996	8488571	S1_3649734	S1_8450316	935	4.713	MB	0	1	1
-9	EP1	-9	EP1	1	7072710	8490126	S1_7084868	S1_8451871	281	1.417	MB	0	1	1
-9	PHR03	-9	PHR03	1	56125	8498683	S1_10097	S1_8460555	1290	8.443	MB	0	1	1
-9	ND246	-9	ND246	1	6773136	8555892	S1_6784403	S1_8518239	366	1.783	MB	0	1	1
-9	MinnesotaNo13	-9	MinnesotaNo13	1	56125	8599565	S1_10097	S1_8560802	1317	8.543	MB	0	1	1
-9	LH198	-9	LH198	1	5790447	8682148	S1_5719700	S1_8637215	626	2.892	MB	0	1	1
-9	PHHV4	-9	PHHV4	1	7457393	8701768	S1_7456761	S1_8656838	195	1.244	MB	0	1	1
-9	PHZ51	-9	PHZ51	1	3854338	8921691	S1_3742398	S1_8885147	957	5.067	MB	0	1	1
-9	LH162	-9	LH162	1	7388808	8980040	S1_7390769	S1_8943507	246	1.591	MB	0	1	1
-9	C49	-9	C49	1	2829110	8980566	S1_2803230	S1_8944033	1216	6.151	MB	0	1	1
-9	Os426	-9	Os426	1	56125	8982334	S1_10097	S1_8945801	1357	8.926	MB	0	1	1
-9	PHV63	-9	PHV63	1	7492111	9121166	S1_7490530	S1_9058500	225	1.629	MB	0	1	1
-9	W117	-9	W117	1	6412001	9121238	S1_6415309	S1_9058572	491	2.709	MB	0	1	1
-9	PHG50	-9	PHG50	1	3800817	9121597	S1_3703784	S1_9058931	1011	5.321	MB	0	1	1
-9	Oh40B	-9	Oh40B	1	8018430	9209247	S1_7996835	S1_9168524	195	1.191	MB	0	1	1
-9	B64	-9	B64	1	7387947	9209248	S1_7389908	S1_9168525	297	1.821	MB	0	1	1
-9	B96	-9	B96	1	56125	9256630	S1_10097	S1_9215975	1388	9.201	MB	0	1	1
-9	CI18722	-9	CI18722	1	4659229	9270027	S1_4545557	S1_9227371	895	4.611	MB	0	1	1
-9	LH145	-9	LH145	1	2829109	9401310	S1_2803229	S1_9355029	1279	6.572	MB	0	1	1
-9	CG124	-9	CG124	1	7598116	9491862	S1_7597675	S1_9437011	274	1.894	MB	0	1	1
-9	A171	-9	A171	1	3292885	9882410	S1_3199279	S1_9808354	1194	6.590	MB	0	1	1
-9	PHN47	-9	PHN47	1	5127990	9882410	S1_5014224	S1_9808354	829	4.754	MB	0	1	1
-9	PHZ51	-9	PHZ51	1	8979995	9882464	S1_8943462	S1_9808408	100	0.902	MB	0	1	1
-9	B73	-9	B73	1	56125	9886305	S1_10097	S1_9812149	1450	9.830	MB	0	1	1
-9	B64	-9	B64	1	9256653	9986692	S1_9215998	S1_9912297	65	0.730	MB	0	1	1
-9	PHJ40	-9	PHJ40	1	56125	9986692	S1_10097	S1_9912297	1453	9.931	MB	0	1	1
-9	LH59	-9	LH59	1	56125	9986692	S1_10097	S1_9912297	1453	9.931	MB	0	1	1
-9	PHR63	-9	PHR63	1	4910330	9986789	S1_4767852	S1_9912394	891	5.076	MB	0	1	1
-9	Mt42	-9	Mt42	1	7457429	10108989	S1_7456797	S1_10036861	332	2.652	MB	0	1	1
-9	I205	-9	I205	1	9639519	10258314	S1_9582452	S1_10089242	35	0.619	MB	0	1	1
-9	WD456	-9	WD456	1	6275535	10265276	S1_6199346	S1_10096204	677	3.990	MB	0	1	1
-9	PHW30	-9	PHW30	1	8035615	10493142	S1_8019636	S1_10362741	278	2.458	MB	0	1	1
-9	H93	-9	H93	1	56125	10538766	S1_10097	S1_10398671	1496	10.483	MB	0	1	1
-9	PHW53	-9	PHW53	1	7387969	10570424	S1_7389930	S1_10430329	408	3.182	MB	0	1	1
-9	PHV63	-9	PHV63	1	9161244	10575585	S1_9123511	S1_10435490	122	1.414	MB	0	1	1
-9	W153R	-9	W153R	1	56125	10752401	S1_10097	S1_10584069	1521	10.696	MB	0	1	1
-9	A619	-9	A619	1	56125	10752417	S1_10097	S1_10584085	1523	10.696	MB	0	1	1
-9	PHG29	-9	PHG29	1	4542200	10752417	S1_4451051	S1_10584085	1036	6.210	MB	0	1	1
-9	PHZ51	-9	PHZ51	1	9886304	10752417	S1_9812148	S1_10584085	75	0.866	MB	0	1	1
-9	W117	-9	W117	1	9161244	10834613	S1_9123511	S1_10665996	151	1.673	MB	0	1	1
-9	CGR01	-9	CGR01	1	8296257	10877026	S1_8280394	S1_10694531	281	2.581	MB	0	1	1
-9	Q381	-9	Q381	1	3290770	10877973	S1_3197164	S1_10695478	1290	7.587	MB	0	1	1
-9	Wf9	-9	Wf9	1	56125	10877974	S1_10097	S1_10695479	1536	10.822	MB	0	1	1
-9	LH123HT	-9	LH123HT	1	4597872	10877974	S1_4519320	S1_10695479	1038	6.280	MB	0	1	1
-9	PHK29	-9	PHK29	1	6239906	10877974	S1_6157449	S1_10695479	749	4.638	MB	0	1	1
-9	PHM49	-9	PHM49	1	6277410	10877974	S1_6201221	S1_10695479	697	4.601	MB	0	1	1
-9	PHN37	-9	PHN37	1	2565757	10877974	S1_2470197	S1_10695479	1451	8.312	MB	0	1	1
-9	PHK56	-9	PHK56	1	56125	10877974	S1_10097	S1_10695479	1536	10.822	MB	0	1	1
-9	PHB09	-9	PHB09	1	8490126	10877974	S1_8451871	S1_10695479	256	2.388	MB	0	1	1
-9	PHK76	-9	PHK76	1	2527320	10877974	S1_2431751	S1_10695479	1474	8.351	MB	0	1	1
-9	LH38	-9	LH38	1	56125	10877976	S1_10097	S1_10695481	1537	10.822	MB	0	1	1
-9	PHG47	-9	PHG47	1	6076400	10877976	S1_5995388	S1_10695481	767	4.802	MB	0	1	1
-9	PH207	-9	PH207	1	56125	10993581	S1_10097	S1_10826945	1556	10.937	MB	0	1	1
-9	A3G313	-9	A3G313	1	8308288	10993606	S1_8289288	S1_10826970	293	2.685	MB	0	1	1
-9	A171	-9	A171	1	10029227	10993606	S1_9957099	S1_10826970	97	0.964	MB	0	1	1
-9	PHR47	-9	PHR47	1	56125	11015059	S1_10097	S1_10848424	1567	10.959	MB	0	1	1
-9	PHN82	-9	PHN82	1	3175677	11144240	S1_3081126	S1_10978004	1369	7.969	MB	0	1	1
-9	B164	-9	B164	1	7388753	11155509	S1_7390714	S1_10989273	511	3.767	MB	0	1	1
-9	B93	-9	B93	1	1030583	11161733	S1_1000282	S1_10995497	1598	10.131	MB	0	1	1
-9	OS420	-9	OS420	1	5699203	11299732	S1_5629244	S1_11109702	919	5.601	MB	0	1	1
-9	PHG83	-9	PHG83	1	56125	11594727	S1_10097	S1_11401917	1634	11.539	MB	0	1	1
-9	LH38	-9	LH38	1	10984524	11677782	S1_10817888	S1_11487947	108	0.693	MB	0	1	1
-9	FE	-9	FE	1	56125	11717095	S1_10097	S1_11526000	1648	11.661	MB	0	1	1
-9	PHJ89	-9	PHJ89	1	4499720	11953331	S1_4358624	S1_11761595	1182	7.454	MB	0	1	1
-9	Mo17	-9	Mo17	1	5820636	11981206	S1_5748474	S1_11790340	920	6.161	MB	0	1	1
-9	PHK76	-9	PHK76	1	10984523	11981206	S1_10817887	S1_11790340	120	0.997	MB	0	1	1
-9	I205	-9	I205	1	11594718	12104212	S1_11401908	S1_11910920	30	0.509	MB	0	1	1
-9	PHR47	-9	PHR47	1	11069001	12104212	S1_10902442	S1_11910920	91	1.035	MB	0	1	1
-9	CGR01	-9	CGR01	1	10984524	12104212	S1_10817888	S1_11910920	121	1.120	MB	0	1	1
-9	PHW52	-9	PHW52	1	56125	12138701	S1_10097	S1_11944303	1666	12.083	MB	0	1	1
-9	PHB09	-9	PHB09	1	10984523	12141449	S1_10817887	S1_11947051	132	1.157	MB	0	1	1
-9	LH195	-9	LH195	1	56125	12143510	S1_10097	S1_11949112	1674	12.087	MB	0	1	1
-9	WD456	-9	WD456	1	10349489	12173862	S1_10222534	S1_11985158	200	1.824	MB	0	1	1
-9	LH1	-9	LH1	1	7149424	12181610	S1_7165349	S1_11992906	658	5.032	MB	0	1	1
-9	PHK05	-9	PHK05	1	6541807	12181895	S1_6549216	S1_11993191	774	5.640	MB	0	1	1
-9	B37	-9	B37	1	56125	12181920	S1_10097	S1_11993216	1703	12.126	MB	0	1	1
-9	B64	-9	B64	1	9986789	12369638	S1_9912394	S1_12180323	285	2.383	MB	0	1	1
-9	B164	-9	B164	1	11161733	12370497	S1_10995497	S1_12181182	132	1.209	MB	0	1	1
-9	CG123	-9	CG123	1	5204729	12370512	S1_5089106	S1_12181197	1111	7.166	MB	0	1	1
-9	PHHV4	-9	PHHV4	1	8919034	12450052	S1_8882564	S1_12256087	415	3.531	MB	0	1	1
-9	MinnesotaNo13	-9	MinnesotaNo13	1	9009022	12503281	S1_8972488	S1_12309645	391	3.494	MB	0	1	1
-9	PHR03	-9	PHR03	1	8553010	12504099	S1_8515357	S1_12310463	469	3.951	MB	0	1	1
-9	PHJ65	-9	PHJ65	1	5103431	12505307	S1_4989664	S1_12311671	1192	7.402	MB	0	1	1
-9	CI18722	-9	CI18722	1	9344072	12533097	S1_9301455	S1_12338383	362	3.189	MB	0	1	1
-9	B70	-9	B70	1	7845379	12539126	S1_7825498	S1_12344487	593	4.694	MB	0	1	1
-9	PH207	-9	PH207	1	10993842	12539133	S1_10827206	S1_12344494	213	1.545	MB	0	1	1
-9	PHG35	-9	PHG35	1	56125	12547814	S1_10097	S1_12353175	1776	12.492	MB	0	1	1
-9	PHM49	-9	PHM49	1	10993842	12635976	S1_10827206	S1_12441347	225	1.642	MB	0	1	1
-9	PHP38	-9	PHP38	1	7065094	12714211	S1_7077252	S1_12520056	815	5.649	MB	0	1	1
-9	C49	-9	C49	1	8981847	12714234	S1_8945314	S1_12520079	457	3.732	MB	0	1	1
-9	CI540	-9	CI540	1	56125	12848750	S1_10097	S1_12661285	1820	12.793	MB	0	1	1
-9	W117	-9	W117	1	10877015	12848750	S1_10694520	S1_12661285	288	1.972	MB	0	1	1
-9	LH210	-9	LH210	1	56125	12850627	S1_10097	S1_12663162	1821	12.795	MB	0	1	1
-9	CM37	-9	CM37	1	2895415	13010178	S1_2753482	S1_12816873	1661	10.115	MB	0	1	1
-9	PHK56	-9	PHK56	1	10984523	13024181	S1_10817887	S1_12823109	295	2.040	MB	0	1	1
-9	PH207	-9	PH207	1	12547500	13052880	S1_12352861	S1_12852920	72	0.505	MB	0	1	1
-9	PHG86	-9	PHG86	1	56125	13137739	S1_10097	S1_12944888	1855	13.082	MB	0	1	1
-9	PHHV4	-9	PHHV4	1	12450298	13137749	S1_12256333	S1_12944898	104	0.687	MB	0	1	1
-9	CG123	-9	CG123	1	12503434	13137749	S1_12309798	S1_12944898	100	0.634	MB	0	1	1
-9	PHG84	-9	PHG84	1	56125	13139067	S1_10097	S1_12946134	1863	13.083	MB	0	1	1
-9	LH1	-9	LH1	1	12181853	13139621	S1_11993149	S1_12946688	166	0.958	MB	0	1	1
-9	M14	-9	M14	1	3105222	13176522	S1_3010423	S1_12986366	1683	10.071	MB	0	1	1
-9	PHT77	-9	PHT77	1	7402733	13591135	S1_7404694	S1_13372369	752	6.188	MB	0	1	1
-9	CG123	-9	CG123	1	13139035	13781835	S1_12946102	S1_13559502	37	0.643	MB	0	1	1
-9	CMV3	-9	CMV3	1	3486051	13863901	S1_3365962	S1_13642058	1608	10.378	MB	0	1	1
-9	I205	-9	I205	1	13054249	13863901	S1_12854289	S1_13642058	51	0.810	MB	0	1	1
-9	PHN82	-9	PHN82	1	11154832	13864934	S1_10988596	S1_13643091	297	2.710	MB	0	1	1
-9	CI540	-9	CI540	1	12929188	14253629	S1_12727297	S1_14037142	89	1.324	MB	0	1	1
-9	PHT77	-9	PHT77	1	13762090	14311621	S1_13539756	S1_14095135	26	0.550	MB	0	1	1
-9	PHV63	-9	PHV63	1	10751199	14311621	S1_10582867	S1_14095135	398	3.560	MB	0	1	1
